City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
365,tezu,27.9167,96.1667,26.14,98,100,0.21,IN,1691725913
366,bridgetown,13.1,-59.6167,28.27,83,40,8.23,BB,1691725329
367,salalah,17.0151,54.0924,26.05,100,100,3.6,OM,1691725913
368,la punta,-33.1837,-66.3127,11.98,48,12,4.37,AR,1691725913
369,hanting,36.7708,119.2108,35.38,36,100,1.68,CN,1691725914
370,fisterra,42.9049,-9.2629,19.3,93,9,3.49,ES,1691725914
371,lake park,26.8003,-80.0664,27.79,89,40,0.0,US,1691725914
372,tirana,41.3275,19.8189,15.49,94,0,2.06,AL,1691725914
373,vernon,50.2581,-119.2691,22.74,54,81,0.45,CA,1691725833
374,khark,29.2614,50.3306,35.01,66,40,3.09,IR,1691725915
375,fada,9.5667,8.3,19.77,95,100,0.38,NG,1691725915
376,saipan,15.1355,145.701,28.39,100,75,6.69,MP,1691725915
377,zaozersk,69.4005,32.4476,16.75,80,5,5.88,RU,1691725915
378,la'ie,21.6477,-157.9253,29.98,65,28,6.53,US,1691725915
379,wajir,1.7471,40.0573,22.98,73,75,3.6,KE,1691725915
380,menomonie,44.8755,-91.9193,22.01,77,40,0.0,US,1691725915
381,westport,41.1415,-73.3579,21.37,89,75,0.89,US,1691725904
382,inhambane,-23.865,35.3833,19.14,61,83,3.36,MZ,1691725915
383,gourdon,44.75,1.5,13.78,97,62,0.77,FR,1691725915
384,glarus,47.0406,9.068,17.49,71,56,0.64,CH,1691725915
385,zavitinsk,50.1167,129.45,27.05,48,18,3.84,RU,1691725915
386,taltal,-25.4,-70.4833,17.67,61,99,2.86,CL,1691725916
387,nabire,-3.3667,135.4833,29.54,68,62,1.51,ID,1691725916
388,karasburg,-28.0167,18.75,14.59,30,34,5.64,NA,1691725916
389,soroti,1.7146,33.6111,17.57,92,11,0.71,UG,1691725916
390,plattsburgh,44.6995,-73.4529,17.98,96,0,0.0,US,1691725647
391,kelso,46.1468,-122.9084,21.92,70,75,4.12,US,1691725916
392,touros,-5.1989,-35.4608,23.2,86,12,5.7,BR,1691725916
393,vilyuchinsk,52.9306,158.4028,20.15,75,76,3.55,RU,1691725916
394,vanimo,-2.6741,141.3028,28.36,80,98,3.95,PG,1691725916
395,newcastle,-32.9272,151.7765,19.99,56,0,5.14,AU,1691725646
396,arraial do cabo,-22.9661,-42.0278,21.07,91,10,10.67,BR,1691725916
397,calvinia,-31.4707,19.776,12.46,39,2,4.68,ZA,1691725916
398,moncks corner,33.196,-80.0131,28.91,83,40,0.45,US,1691725917
399,ust'-barguzin,53.45,108.9833,16.09,79,89,1.91,RU,1691725917
400,kirakira,-10.4544,161.9205,25.18,82,100,5.69,SB,1691725917
401,brookings,44.3114,-96.7984,23.0,83,0,6.69,US,1691725840
402,tutoia,-2.7619,-42.2744,25.92,82,48,4.99,BR,1691725917
403,lemvig,56.5486,8.3102,13.41,81,4,4.33,DK,1691725917
404,san antonio de pale,-1.4014,5.6325,23.42,86,100,4.52,GQ,1691725917
405,bel ombre,-4.6167,55.4167,24.91,83,20,1.03,SC,1691725917
406,samastipur,25.85,85.7833,30.61,72,97,3.27,IN,1691725917
407,inongo,-1.95,18.2667,20.08,90,92,2.23,CD,1691725917
408,santa ana,33.7456,-117.8678,24.73,85,75,3.6,US,1691725835
409,taguatinga,-12.3857,-46.5711,23.63,38,25,3.21,BR,1691725917
410,garachico,28.7781,-17.7646,24.06,57,0,6.69,ES,1691725917
411,cururupu,-1.8283,-44.8683,23.35,93,5,1.44,BR,1691725918
412,ulubey,40.8721,37.7588,21.07,88,83,0.46,TR,1691725918
413,sassnitz,54.5167,13.65,9.89,84,21,4.5,DE,1691725918
414,una,20.8167,71.0333,26.75,82,100,5.33,IN,1691725918
415,yarmouth,41.7057,-70.2286,22.26,93,75,6.17,US,1691725626
416,alto araguaia,-17.3147,-53.2153,21.48,38,0,2.25,BR,1691725918
417,vilyuysk,63.7553,121.6247,25.77,39,92,4.92,RU,1691725918
418,haiku-pauwela,20.9219,-156.3051,27.01,68,40,7.72,US,1691725918
419,santa cruz,-17.8,-63.1667,24.7,83,0,5.66,BO,1691725918
420,wenchang,30.904,118.4887,33.77,54,3,0.71,CN,1691725919
421,orchard homes,46.8633,-114.0484,22.08,48,0,4.12,US,1691725919
422,hassi messaoud,31.6804,6.0729,27.92,30,0,2.57,DZ,1691725919
423,severnoye,56.3491,78.3619,12.33,93,98,3.5,RU,1691725919
424,pacho,5.1328,-74.1598,19.76,93,82,2.66,CO,1691725919
425,shambu,9.5667,37.1,10.3,90,100,0.54,ET,1691725919
426,nadi,-17.8,177.4167,22.0,83,100,3.6,FJ,1691725919
427,patamda,24.3,85.4167,29.26,68,100,5.37,IN,1691725919
428,willowmore,-33.2926,23.4895,11.42,43,0,1.89,ZA,1691725920
429,stony plain,53.5334,-114.0021,16.73,80,75,2.57,CA,1691725821
430,presidente medici,-11.1753,-61.9014,27.72,44,97,1.44,BR,1691725920
431,jinchang,38.4953,102.1739,26.33,33,72,2.55,CN,1691725920
432,oroqen zizhiqi,50.5667,123.7167,24.2,58,100,2.74,CN,1691725920
433,amahai,-3.3333,128.9167,26.5,78,87,4.63,ID,1691725920
434,margate,51.3813,1.3862,18.16,80,27,0.45,GB,1691725328
435,el fasher,13.6279,25.3494,28.02,56,100,1.24,SD,1691725920
436,noumea,-22.2763,166.4572,21.99,55,1,5.41,NC,1691725355
437,saint-joseph,-21.3667,55.6167,19.21,73,1,1.34,RE,1691725920
438,urzhar,47.093,81.6294,27.81,37,100,3.06,KZ,1691725920
439,saint-francois,46.4154,3.9054,15.69,94,0,0.51,FR,1691725920
440,vallenar,-28.5708,-70.7581,15.11,40,34,1.67,CL,1691725920
441,kempsey,-31.0833,152.8333,18.86,47,0,2.24,AU,1691725921
442,kailua-kona,19.6406,-155.9956,27.98,81,100,3.6,US,1691725921
443,homer,59.6425,-151.5483,13.36,94,100,1.54,US,1691725921
444,mbandaka,0.0487,18.2603,20.77,95,81,0.82,CD,1691725921
445,gaalkacyo,6.7697,47.4308,23.46,69,35,8.84,SO,1691725921
446,siwa oasis,29.2041,25.5195,26.28,53,0,3.4,EG,1691725921
447,labrador city,52.9463,-66.9114,13.95,82,100,2.57,CA,1691725921
448,ola,59.5833,151.2833,22.86,70,0,3.6,RU,1691725921
449,el hadjira,32.6134,5.5126,28.59,25,0,2.75,DZ,1691725921
450,yokadouma,3.5167,15.05,20.61,99,100,0.89,CM,1691725921
451,xining,36.6167,101.7667,16.07,92,100,0.03,CN,1691725922
452,fortuna,40.5982,-124.1573,17.19,94,0,3.6,US,1691725922
453,turochak,52.2576,87.1224,25.33,50,83,0.8,RU,1691725922
454,llanes,43.4198,-4.7549,21.2,80,10,1.56,ES,1691725922
455,talara,-4.5772,-81.2719,20.97,86,4,7.1,PE,1691725922
456,pontes e lacerda,-15.2261,-59.3353,24.53,39,0,1.62,BR,1691725922
457,karatau,43.1667,70.4667,27.76,31,0,4.81,KZ,1691725922
458,kurumkan,54.3,110.3,18.59,80,100,2.35,RU,1691725922
459,lewistown,40.5992,-77.5714,20.67,83,0,2.57,US,1691725922
460,atherton,53.5237,-2.4935,19.6,89,91,0.89,GB,1691725923
461,ilo,-17.6394,-71.3375,17.0,87,66,2.82,PE,1691725923
462,tarakan,3.3,117.6333,29.72,84,75,4.12,ID,1691725923
463,maysville,38.6412,-83.7444,22.88,88,0,0.0,US,1691725923
464,uliastay,47.7417,96.8444,21.93,33,0,0.86,MN,1691725923
465,vila franca do campo,37.7167,-25.4333,22.23,92,83,3.0,PT,1691725923
466,thabazimbi,-24.5917,27.4116,7.89,66,1,1.43,ZA,1691725924
467,micheweni,-4.9667,39.8333,23.25,83,91,4.84,TZ,1691725924
468,chiang khong,20.2613,100.4046,29.33,68,99,1.89,TH,1691725924
469,rudnichnyy,59.617,52.4703,19.39,68,17,1.31,RU,1691725924
470,itoman,26.1247,127.6694,31.21,81,75,3.09,JP,1691725924
471,camapua,-19.5314,-54.0439,23.75,29,0,0.63,BR,1691725924
472,catarman,12.4989,124.6377,32.09,60,76,5.31,PH,1691725924
473,wamba,8.9333,8.6,21.49,94,100,0.53,NG,1691725925
474,chimbarongo,-34.7,-71.05,8.49,93,100,1.08,CL,1691725925
475,barro alto,-11.7608,-41.9117,16.7,88,61,3.6,BR,1691725925
476,bandarbeyla,9.4942,50.8122,25.24,71,6,12.21,SO,1691725925
477,arendal,58.4615,8.7725,9.89,76,2,2.05,NO,1691725925
478,tobol'sk,58.2,68.2667,15.3,60,36,6.64,RU,1691725925
479,hanceville,34.0607,-86.7675,25.28,94,56,0.04,US,1691725925
480,haikou,20.0458,110.3417,32.07,70,0,1.0,CN,1691725925
481,minas,-34.3759,-55.2377,14.07,96,90,2.46,UY,1691725925
482,tangalle,6.024,80.7911,31.09,65,64,5.06,LK,1691725925
483,miura,35.14,139.6192,33.94,71,27,5.81,JP,1691725925
484,walvis bay,-22.9575,14.5053,13.53,94,75,3.6,NA,1691725925
485,mossel bay,-34.1831,22.146,24.96,47,0,2.94,ZA,1691725926
486,svay rieng,11.0879,105.7993,34.4,46,4,6.11,KH,1691725926
487,napili-honokowai,20.9708,-156.6705,27.64,84,20,5.95,US,1691725926
488,merizo village,13.2658,144.6691,28.31,94,100,8.8,GU,1691725926
489,al artawiyah,26.5053,45.3444,33.71,20,34,2.13,SA,1691725926
490,ad dawadimi,24.5077,44.3924,28.64,13,6,1.86,SA,1691725926
491,sur,22.5667,59.5289,31.34,56,97,2.11,OM,1691725926
492,san bartolo,19.1833,-100.05,13.32,90,98,2.13,MX,1691725926
493,suhbaatar,50.2314,106.2078,23.07,54,7,2.4,MN,1691725926
494,melfort,52.8667,-104.6177,13.07,88,99,3.09,CA,1691725926
495,shahrak,34.1074,64.3052,18.89,33,0,2.7,AF,1691725926
496,olinda,-8.0089,-34.8553,22.85,88,75,3.09,BR,1691725927
497,dunedin,-45.8742,170.5036,7.08,68,97,0.61,NZ,1691725655
498,coquimbo,-29.9533,-71.3436,12.85,94,0,1.54,CL,1691725927
499,konnern,51.6667,11.7667,14.57,72,0,1.52,DE,1691725927
500,archangelos,36.2149,28.1149,24.99,77,0,3.81,GR,1691725927
501,conceicao da barra,-18.5933,-39.7322,21.03,85,4,1.19,BR,1691725927
502,xuddur,4.1213,43.8894,21.29,77,26,7.23,SO,1691725927
503,baturaja,-4.1333,104.1667,30.9,54,18,1.78,ID,1691725927
504,mikuni,36.2171,136.1519,32.95,60,0,3.86,JP,1691725927
505,arkalyk,50.2486,66.9114,16.05,67,72,6.74,KZ,1691725928
506,greenville,35.6127,-77.3663,24.97,91,0,0.0,US,1691725578
507,alice springs,-23.7,133.8833,24.75,15,0,0.51,AU,1691725928
508,qalat,32.1058,66.9083,29.62,14,1,2.13,AF,1691725929
509,kapa'a,22.0752,-159.319,29.99,74,0,6.17,US,1691725929
510,mazagao,-0.115,-51.2894,26.03,89,18,1.89,BR,1691725929
511,dawson creek,55.7666,-120.2362,18.8,59,75,2.06,CA,1691725929
512,chiang rai,19.9167,99.9167,30.72,88,75,2.06,TH,1691725784
513,bonthe,7.5264,-12.505,24.93,82,100,5.12,SL,1691725930
514,kongolo,-5.3833,27.0,22.87,45,11,1.41,CD,1691725930
515,n'zeto,-7.2312,12.8666,19.58,92,0,3.62,AO,1691725930
516,yeniseysk,58.4497,92.1703,22.54,53,99,2.33,RU,1691725930
517,sohar,24.3643,56.7468,33.01,75,56,2.06,OM,1691725930
518,huron,41.1501,-82.5499,23.16,87,78,3.82,US,1691725930
519,galliano,29.4422,-90.2992,30.0,74,0,2.57,US,1691725930
520,tagta,41.6504,59.9164,23.97,50,0,4.12,TM,1691725931
521,al bardiyah,31.7561,25.0865,24.31,72,0,4.76,LY,1691725931
522,ahuacatlan,21.05,-104.4833,20.74,98,93,1.36,MX,1691725932
523,moura,38.1401,-7.4486,18.06,59,0,1.97,PT,1691725932
524,stornoway,58.2093,-6.3865,17.83,87,87,3.6,GB,1691725932
525,bayanhongor,46.7167,100.1167,18.41,44,1,2.08,MN,1691725932
526,mogocha,53.7333,119.7667,15.46,98,100,1.07,RU,1691725932
527,reggane,26.7158,0.1714,32.91,15,0,4.61,DZ,1691725932
528,paita,-5.0892,-81.1144,20.93,82,4,5.54,PE,1691725932
529,orsa,54.5153,30.4053,14.45,73,99,3.04,BY,1691725932
530,trincomalee,8.5711,81.2335,29.96,63,100,3.51,LK,1691725932
531,yinchuan,38.4681,106.2731,21.79,61,100,3.63,CN,1691725898
532,ocean city,39.2776,-74.5746,23.01,92,50,1.79,US,1691725933
533,bubaque,11.2833,-15.8333,26.5,83,91,5.1,GW,1691725933
534,launceston,-41.45,147.1667,12.8,76,100,8.23,AU,1691725933
535,tulagi,-9.0996,160.1476,26.36,79,100,9.63,SB,1691725933
536,tirmiz,37.2242,67.2783,29.05,30,0,4.12,UZ,1691725634
537,mbanza kongo,-6.267,14.2401,18.62,86,40,1.11,AO,1691725933
538,katsuren-haebaru,26.3369,127.8719,31.21,74,75,2.06,JP,1691725933
539,mundargi,15.2167,75.9,26.92,63,75,5.69,IN,1691725933
540,toliara,-23.35,43.6667,16.39,77,0,7.1,MG,1691725933
541,negombo,7.2083,79.8358,29.03,79,75,2.57,LK,1691725934
542,namsos,64.4662,11.4957,12.03,87,100,0.0,NO,1691725934
543,devrek,41.2192,31.9558,20.47,95,87,1.26,TR,1691725934
544,severo-yeniseyskiy,60.3725,93.0408,16.88,80,100,1.92,RU,1691725934
545,ladario,-19.0047,-57.6017,24.1,34,0,0.96,BR,1691725934
546,charnay-les-macon,46.3075,4.7848,19.04,93,11,1.3,FR,1691725934
547,slavyanka,42.8633,131.3847,20.35,96,100,8.99,RU,1691725934
548,moroto,2.5345,34.6666,18.29,73,10,1.33,UG,1691725934
549,nueva palestina,15.8,-92.75,21.73,95,100,0.91,MX,1691725934
550,kill devil hills,36.0307,-75.676,27.21,77,0,2.06,US,1691725934
551,mugia,43.1041,-9.2179,19.39,93,18,3.86,ES,1691725934
552,namanga,-2.5433,36.7905,14.7,79,31,2.2,KE,1691725935
553,port blair,11.6667,92.75,29.02,79,75,4.63,IN,1691725935
554,kudahuvadhoo,2.6708,72.8944,28.11,75,100,5.73,MV,1691725935
555,blenheim,-41.516,173.9528,9.73,62,32,1.34,NZ,1691725935
556,kupang,-10.1667,123.5833,32.32,43,20,9.26,ID,1691725935
557,chiroqchi,39.0336,66.5722,31.87,20,0,1.2,UZ,1691725868
558,beaver falls,40.752,-80.3192,21.63,88,8,2.46,US,1691725935
559,san juan bautista,-14.0108,-75.7358,17.29,79,1,1.0,PE,1691725935
560,newman,37.3138,-121.0208,28.99,61,75,3.75,US,1691725935
561,kargil,34.5667,76.1,17.68,45,36,1.47,IN,1691725935
562,san blas,21.5167,-105.2667,27.23,82,25,1.3,MX,1691725935
563,nileshwar,12.25,75.1,26.89,80,86,3.9,IN,1691725936
564,dauphin,51.1494,-100.0502,12.08,100,100,3.6,CA,1691725936
565,ceerigaabo,10.6162,47.368,17.51,66,60,7.96,SO,1691725936
566,guerrero negro,27.9769,-114.0611,21.83,84,0,6.26,MX,1691725732
567,puerto baquerizo moreno,-0.9,-89.6,23.73,83,66,6.24,EC,1691725936
568,manadhoo,5.7667,73.3833,27.97,77,95,6.69,MV,1691725936
569,bokovskaya,49.229,41.8306,25.37,41,66,7.13,RU,1691725936
570,okha,53.5739,142.9478,16.26,74,10,6.26,RU,1691725937
